,ID,Name,Age,Nationality,Overall,Wage,Reactions,Composure,Vision,ShortPassing,BallControl,Photo,Flag
9540,228007,Lee Yeong Jae,23.0,Korea Republic,66,2000,65.0,60.0,71.0,65.0,66.0,https://cdn.sofifa.org/players/4/19/228007.png,https://cdn.sofifa.org/flags/167.png
9541,244391,F. Sakala,21.0,Zambia,66,4000,58.0,55.0,55.0,52.0,57.0,https://cdn.sofifa.org/players/4/19/244391.png,https://cdn.sofifa.org/flags/147.png
9542,191911,Park Jun Tae,28.0,Korea Republic,66,3000,65.0,63.0,50.0,65.0,68.0,https://cdn.sofifa.org/players/4/19/191911.png,https://cdn.sofifa.org/flags/167.png
9543,209320,N. Saint-Ruf,25.0,France,66,2000,63.0,58.0,29.0,59.0,57.0,https://cdn.sofifa.org/players/4/19/209320.png,https://cdn.sofifa.org/flags/18.png
9544,173480,A. Lienhart,32.0,Austria,66,4000,62.0,66.0,60.0,66.0,63.0,https://cdn.sofifa.org/players/4/19/173480.png,https://cdn.sofifa.org/flags/4.png
9545,189352,M. Sema,29.0,Sweden,66,2000,62.0,64.0,58.0,62.0,70.0,https://cdn.sofifa.org/players/4/19/189352.png,https://cdn.sofifa.org/flags/46.png
9546,205481,M. Bennett,21.0,England,66,10000,63.0,64.0,60.0,57.0,68.0,https://cdn.sofifa.org/players/4/19/205481.png,https://cdn.sofifa.org/flags/14.png
9547,206249,N. Hasler,27.0,Liechtenstein,66,3000,65.0,64.0,64.0,66.0,67.0,https://cdn.sofifa.org/players/4/19/206249.png,https://cdn.sofifa.org/flags/29.png
9548,211881,Q. Moll,27.0,Germany,66,2000,59.0,68.0,56.0,70.0,61.0,https://cdn.sofifa.org/players/4/19/211881.png,https://cdn.sofifa.org/flags/21.png
9549,152745,M. Woods,32.0,Scotland,66,3000,64.0,58.0,69.0,66.0,66.0,https://cdn.sofifa.org/players/4/19/152745.png,https://cdn.sofifa.org/flags/42.png
9550,189865,D. Templeton,29.0,Scotland,66,4000,60.0,62.0,61.0,60.0,62.0,https://cdn.sofifa.org/players/4/19/189865.png,https://cdn.sofifa.org/flags/42.png
9551,191657,Lim Sang Hyub,29.0,Korea Republic,66,3000,69.0,63.0,63.0,65.0,63.0,https://cdn.sofifa.org/players/4/19/191657.png,https://cdn.sofifa.org/flags/167.png
9552,208298,M. Rivero,28.0,Argentina,66,4000,68.0,65.0,70.0,68.0,65.0,https://cdn.sofifa.org/players/4/19/208298.png,https://cdn.sofifa.org/flags/52.png
9553,232874,S. Yamamoto,33.0,Japan,66,4000,63.0,50.0,59.0,69.0,67.0,https://cdn.sofifa.org/players/4/19/232874.png,https://cdn.sofifa.org/flags/163.png
9554,223147,J. Biada,25.0,Germany,66,2000,64.0,63.0,63.0,65.0,67.0,https://cdn.sofifa.org/players/4/19/223147.png,https://cdn.sofifa.org/flags/21.png
9555,240811,M. Torres,20.0,Argentina,66,5000,64.0,64.0,64.0,58.0,65.0,https://cdn.sofifa.org/players/4/19/240811.png,https://cdn.sofifa.org/flags/52.png
9556,201132,R. Janicki,25.0,Poland,66,3000,55.0,63.0,51.0,66.0,54.0,https://cdn.sofifa.org/players/4/19/201132.png,https://cdn.sofifa.org/flags/37.png
9557,221356,D. Mahmudov,28.0,FYR Macedonia,66,3000,61.0,56.0,61.0,61.0,67.0,https://cdn.sofifa.org/players/4/19/221356.png,https://cdn.sofifa.org/flags/19.png
9558,173484,Aitor,31.0,Spain,66,2000,62.0,53.0,35.0,58.0,60.0,https://cdn.sofifa.org/players/4/19/173484.png,https://cdn.sofifa.org/flags/45.png
9559,243628,A. Vukotić,22.0,Serbia,66,3000,60.0,55.0,45.0,63.0,57.0,https://cdn.sofifa.org/players/4/19/243628.png,https://cdn.sofifa.org/flags/51.png
9560,189868,M. Marshall,31.0,Jamaica,66,4000,49.0,55.0,52.0,59.0,63.0,https://cdn.sofifa.org/players/4/19/189868.png,https://cdn.sofifa.org/flags/82.png
9561,211373,N. Mohammed,24.0,Ghana,66,2000,56.0,59.0,63.0,65.0,69.0,https://cdn.sofifa.org/players/4/19/211373.png,https://cdn.sofifa.org/flags/117.png
9562,163757,J. Walsh,26.0,Wales,66,5000,59.0,59.0,46.0,56.0,54.0,https://cdn.sofifa.org/players/4/19/163757.png,https://cdn.sofifa.org/flags/50.png
9563,239021,T. Bergmann,21.0,Germany,66,1000,62.0,55.0,67.0,69.0,66.0,https://cdn.sofifa.org/players/4/19/239021.png,https://cdn.sofifa.org/flags/21.png
9564,199598,Jony Ñíguez,33.0,Spain,66,2000,67.0,54.0,64.0,65.0,58.0,https://cdn.sofifa.org/players/4/19/199598.png,https://cdn.sofifa.org/flags/45.png
9565,216750,P. Carlgren,26.0,Sweden,66,3000,73.0,58.0,48.0,23.0,22.0,https://cdn.sofifa.org/players/4/19/216750.png,https://cdn.sofifa.org/flags/46.png
9566,221358,J. Rossiter,21.0,England,66,9000,61.0,58.0,54.0,65.0,66.0,https://cdn.sofifa.org/players/4/19/221358.png,https://cdn.sofifa.org/flags/14.png
9567,225710,S. Sy,22.0,Senegal,66,10000,59.0,52.0,35.0,31.0,18.0,https://cdn.sofifa.org/players/4/19/225710.png,https://cdn.sofifa.org/flags/136.png
9568,228271,C. Gonzáles,25.0,Peru,66,0,63.0,58.0,70.0,66.0,65.0,https://cdn.sofifa.org/players/4/19/228271.png,https://cdn.sofifa.org/flags/59.png
9569,232879,R. Nagaki,30.0,Japan,66,4000,61.0,60.0,59.0,71.0,62.0,https://cdn.sofifa.org/players/4/19/232879.png,https://cdn.sofifa.org/flags/163.png
9570,168879,M. Al Shalhoub,37.0,Saudi Arabia,66,8000,62.0,65.0,71.0,73.0,67.0,https://cdn.sofifa.org/players/4/19/168879.png,https://cdn.sofifa.org/flags/183.png
9571,51887,A. Le Tallec,33.0,France,66,2000,66.0,57.0,64.0,68.0,66.0,https://cdn.sofifa.org/players/4/19/51887.png,https://cdn.sofifa.org/flags/18.png
9572,183471,D. Vidošić,31.0,Australia,66,4000,60.0,66.0,65.0,70.0,68.0,https://cdn.sofifa.org/players/4/19/183471.png,https://cdn.sofifa.org/flags/195.png
9573,214704,C. Guerra,23.0,Chile,66,1000,67.0,44.0,49.0,28.0,16.0,https://cdn.sofifa.org/players/4/19/214704.png,https://cdn.sofifa.org/flags/55.png
9574,231344,M. Koné,21.0,Senegal,66,5000,70.0,65.0,54.0,58.0,66.0,https://cdn.sofifa.org/players/4/19/231344.png,https://cdn.sofifa.org/flags/136.png
9575,180400,Isidoro,31.0,Spain,66,1000,61.0,48.0,43.0,58.0,53.0,https://cdn.sofifa.org/players/4/19/180400.png,https://cdn.sofifa.org/flags/45.png
9576,200369,O. Halvorsen,30.0,Norway,66,2000,60.0,60.0,58.0,59.0,66.0,https://cdn.sofifa.org/players/4/19/200369.png,https://cdn.sofifa.org/flags/36.png
9577,223665,F. Ciampichetti,30.0,Argentina,66,2000,62.0,54.0,46.0,39.0,61.0,https://cdn.sofifa.org/players/4/19/223665.png,https://cdn.sofifa.org/flags/52.png
9578,224690,Li Ang,24.0,China PR,66,5000,62.0,45.0,42.0,61.0,59.0,https://cdn.sofifa.org/players/4/19/224690.png,https://cdn.sofifa.org/flags/155.png
9579,234418,P. Kurzweg,24.0,Germany,66,7000,62.0,49.0,55.0,67.0,62.0,https://cdn.sofifa.org/players/4/19/234418.png,https://cdn.sofifa.org/flags/21.png
9580,139443,Cho Won Hee,35.0,Korea Republic,66,2000,64.0,65.0,60.0,65.0,63.0,https://cdn.sofifa.org/players/4/19/139443.png,https://cdn.sofifa.org/flags/167.png
9581,230835,J. Drolè,20.0,Ivory Coast,66,4000,51.0,57.0,60.0,54.0,65.0,https://cdn.sofifa.org/players/4/19/230835.png,https://cdn.sofifa.org/flags/108.png
9582,233139,C. Itten,21.0,Switzerland,66,4000,63.0,59.0,55.0,61.0,67.0,https://cdn.sofifa.org/players/4/19/233139.png,https://cdn.sofifa.org/flags/47.png
9583,235955,R. Guitane,19.0,France,66,4000,62.0,62.0,62.0,65.0,69.0,https://cdn.sofifa.org/players/4/19/235955.png,https://cdn.sofifa.org/flags/18.png
9584,206004,J. Ojala,29.0,Finland,66,2000,64.0,70.0,37.0,58.0,60.0,https://cdn.sofifa.org/players/4/19/206004.png,https://cdn.sofifa.org/flags/17.png
9585,214709,J. Abarca,29.0,Chile,66,1000,59.0,52.0,37.0,51.0,59.0,https://cdn.sofifa.org/players/4/19/214709.png,https://cdn.sofifa.org/flags/55.png
9586,224437,M. González,24.0,Argentina,66,4000,68.0,68.0,65.0,66.0,67.0,https://cdn.sofifa.org/players/4/19/224437.png,https://cdn.sofifa.org/flags/52.png
9587,227509,E. Ómarsson,23.0,Iceland,66,2000,59.0,51.0,56.0,57.0,65.0,https://cdn.sofifa.org/players/4/19/227509.png,https://cdn.sofifa.org/flags/24.png
9588,233141,T. Hasegawa,24.0,Japan,66,3000,70.0,65.0,58.0,63.0,67.0,https://cdn.sofifa.org/players/4/19/233141.png,https://cdn.sofifa.org/flags/163.png
9589,233397,A. Diawusie,20.0,Germany,66,6000,65.0,47.0,48.0,65.0,64.0,https://cdn.sofifa.org/players/4/19/233397.png,https://cdn.sofifa.org/flags/21.png
9590,168629,I. Khalili,31.0,Palestine,66,2000,58.0,65.0,66.0,65.0,67.0,https://cdn.sofifa.org/players/4/19/168629.png,https://cdn.sofifa.org/flags/180.png
9591,238005,J. Żubrowski,26.0,Poland,66,2000,60.0,61.0,63.0,65.0,63.0,https://cdn.sofifa.org/players/4/19/238005.png,https://cdn.sofifa.org/flags/37.png
9592,183477,M. Štěch,28.0,Czech Republic,66,3000,51.0,47.0,11.0,29.0,21.0,https://cdn.sofifa.org/players/4/19/183477.png,https://cdn.sofifa.org/flags/12.png
9593,215990,O. Benítez,27.0,Argentina,66,2000,60.0,58.0,28.0,45.0,43.0,https://cdn.sofifa.org/players/4/19/215990.png,https://cdn.sofifa.org/flags/52.png
9594,224438,A. Buksa,21.0,Poland,66,2000,54.0,59.0,58.0,59.0,63.0,https://cdn.sofifa.org/players/4/19/224438.png,https://cdn.sofifa.org/flags/37.png
9595,237750,K. Tokura,32.0,Japan,66,2000,70.0,60.0,52.0,53.0,60.0,https://cdn.sofifa.org/players/4/19/237750.png,https://cdn.sofifa.org/flags/163.png
9596,245686,C. Madu,24.0,Nigeria,66,3000,62.0,56.0,45.0,66.0,62.0,https://cdn.sofifa.org/players/4/19/245686.png,https://cdn.sofifa.org/flags/133.png
9597,200375,T. van de Pavert,26.0,Netherlands,66,3000,58.0,64.0,40.0,54.0,52.0,https://cdn.sofifa.org/players/4/19/200375.png,https://cdn.sofifa.org/flags/34.png
9598,201911,W. Keane,25.0,England,66,9000,55.0,66.0,56.0,68.0,70.0,https://cdn.sofifa.org/players/4/19/201911.png,https://cdn.sofifa.org/flags/14.png
9599,208311,S. Branca,26.0,Italy,66,1000,67.0,61.0,65.0,68.0,67.0,https://cdn.sofifa.org/players/4/19/208311.png,https://cdn.sofifa.org/flags/27.png
9600,229815,N. Antonitsch,26.0,Austria,66,1000,50.0,55.0,32.0,52.0,44.0,https://cdn.sofifa.org/players/4/19/229815.png,https://cdn.sofifa.org/flags/4.png
9601,232375,T. Umesaki,31.0,Japan,66,2000,61.0,65.0,69.0,67.0,68.0,https://cdn.sofifa.org/players/4/19/232375.png,https://cdn.sofifa.org/flags/163.png
9602,232887,A. Nakamura,27.0,Japan,66,4000,58.0,64.0,67.0,67.0,65.0,https://cdn.sofifa.org/players/4/19/232887.png,https://cdn.sofifa.org/flags/163.png
9603,192695,N. Thompson,27.0,England,66,4000,60.0,60.0,51.0,59.0,58.0,https://cdn.sofifa.org/players/4/19/192695.png,https://cdn.sofifa.org/flags/14.png
9604,212664,A. Kolev,25.0,Bulgaria,66,2000,64.0,64.0,52.0,59.0,64.0,https://cdn.sofifa.org/players/4/19/212664.png,https://cdn.sofifa.org/flags/9.png
9605,225720,G. Bijl,22.0,Netherlands,66,2000,62.0,55.0,54.0,65.0,66.0,https://cdn.sofifa.org/players/4/19/225720.png,https://cdn.sofifa.org/flags/34.png
9606,173752,C. Gunter,28.0,Wales,66,9000,59.0,50.0,58.0,60.0,62.0,https://cdn.sofifa.org/players/4/19/173752.png,https://cdn.sofifa.org/flags/50.png
9607,176568,A. Marin,28.0,France,66,2000,55.0,59.0,46.0,55.0,55.0,https://cdn.sofifa.org/players/4/19/176568.png,https://cdn.sofifa.org/flags/18.png
9608,202169,J. Gatt,26.0,United States,66,4000,65.0,55.0,60.0,55.0,66.0,https://cdn.sofifa.org/players/4/19/202169.png,https://cdn.sofifa.org/flags/95.png
9609,215993,D. Miloc,27.0,Argentina,66,3000,67.0,57.0,62.0,66.0,65.0,https://cdn.sofifa.org/players/4/19/215993.png,https://cdn.sofifa.org/flags/52.png
9610,223673,M. Wostry,25.0,Austria,66,3000,59.0,55.0,38.0,56.0,48.0,https://cdn.sofifa.org/players/4/19/223673.png,https://cdn.sofifa.org/flags/4.png
9611,233145,K. Moriya,29.0,Japan,66,3000,67.0,60.0,58.0,71.0,71.0,https://cdn.sofifa.org/players/4/19/233145.png,https://cdn.sofifa.org/flags/163.png
9612,233401,A. Sigurðarson,24.0,Iceland,66,2000,62.0,70.0,69.0,60.0,65.0,https://cdn.sofifa.org/players/4/19/233401.png,https://cdn.sofifa.org/flags/24.png
9613,221626,D. Lowe,25.0,Jamaica,66,1000,62.0,51.0,34.0,43.0,61.0,https://cdn.sofifa.org/players/4/19/221626.png,https://cdn.sofifa.org/flags/82.png
9614,199867,Milton Raphael,27.0,Brazil,66,2000,56.0,30.0,24.0,11.0,18.0,https://cdn.sofifa.org/players/4/19/199867.png,https://cdn.sofifa.org/flags/54.png
9615,204987,B. Blume,26.0,Denmark,66,4000,65.0,59.0,64.0,64.0,67.0,https://cdn.sofifa.org/players/4/19/204987.png,https://cdn.sofifa.org/flags/13.png
9616,210619,Jordi Quintillà,24.0,Spain,66,4000,64.0,58.0,69.0,73.0,69.0,https://cdn.sofifa.org/players/4/19/210619.png,https://cdn.sofifa.org/flags/45.png
9617,242619,C. Doucouré,18.0,Mali,66,1000,62.0,65.0,70.0,71.0,67.0,https://cdn.sofifa.org/players/4/19/242619.png,https://cdn.sofifa.org/flags/126.png
9618,211132,Andrés Prieto,24.0,Spain,66,2000,57.0,46.0,32.0,31.0,16.0,https://cdn.sofifa.org/players/4/19/211132.png,https://cdn.sofifa.org/flags/45.png
9619,220348,Isaac Carcelén,25.0,Spain,66,2000,60.0,59.0,56.0,62.0,59.0,https://cdn.sofifa.org/players/4/19/220348.png,https://cdn.sofifa.org/flags/45.png
9620,233148,Y. Nakano,25.0,Japan,66,2000,59.0,60.0,58.0,61.0,66.0,https://cdn.sofifa.org/players/4/19/233148.png,https://cdn.sofifa.org/flags/163.png
9621,184764,L. Schwechlen,29.0,France,66,4000,66.0,59.0,36.0,57.0,50.0,https://cdn.sofifa.org/players/4/19/184764.png,https://cdn.sofifa.org/flags/18.png
9622,210365,Jonatan Lucca,24.0,Brazil,66,2000,65.0,46.0,65.0,66.0,68.0,https://cdn.sofifa.org/players/4/19/210365.png,https://cdn.sofifa.org/flags/54.png
9623,211901,L. Hufnagel,24.0,Georgia,66,2000,65.0,56.0,65.0,67.0,68.0,https://cdn.sofifa.org/players/4/19/211901.png,https://cdn.sofifa.org/flags/20.png
9624,213693,J. Rothwell,23.0,England,66,10000,59.0,60.0,60.0,69.0,68.0,https://cdn.sofifa.org/players/4/19/213693.png,https://cdn.sofifa.org/flags/14.png
9625,220605,J. Rodríguez,22.0,Colombia,66,3000,64.0,71.0,65.0,67.0,72.0,https://cdn.sofifa.org/players/4/19/220605.png,https://cdn.sofifa.org/flags/56.png
9626,236477,A. Claude Maurice,20.0,France,66,2000,56.0,67.0,64.0,67.0,66.0,https://cdn.sofifa.org/players/4/19/236477.png,https://cdn.sofifa.org/flags/18.png
9627,177597,R. Taylor,30.0,England,66,4000,57.0,77.0,63.0,62.0,68.0,https://cdn.sofifa.org/players/4/19/177597.png,https://cdn.sofifa.org/flags/14.png
9628,187837,M. Mešanović,27.0,Bosnia Herzegovina,66,1000,69.0,53.0,32.0,53.0,57.0,https://cdn.sofifa.org/players/4/19/187837.png,https://cdn.sofifa.org/flags/8.png
9629,199614,G. Plet,30.0,Netherlands,66,5000,65.0,67.0,54.0,59.0,66.0,https://cdn.sofifa.org/players/4/19/199614.png,https://cdn.sofifa.org/flags/34.png
9630,207806,B. Dickenson,25.0,England,66,5000,55.0,65.0,57.0,57.0,63.0,https://cdn.sofifa.org/players/4/19/207806.png,https://cdn.sofifa.org/flags/14.png
9631,232382,T. Takagi,27.0,Japan,66,3000,60.0,59.0,58.0,56.0,62.0,https://cdn.sofifa.org/players/4/19/232382.png,https://cdn.sofifa.org/flags/163.png
9632,234174,D. Thopola,28.0,South Africa,66,1000,54.0,49.0,35.0,61.0,64.0,https://cdn.sofifa.org/players/4/19/234174.png,https://cdn.sofifa.org/flags/140.png
9633,179646,J. Juelsgård,29.0,Denmark,66,4000,66.0,61.0,41.0,63.0,62.0,https://cdn.sofifa.org/players/4/19/179646.png,https://cdn.sofifa.org/flags/13.png
9634,245694,A. Traoré,23.0,Mali,66,2000,63.0,63.0,57.0,60.0,67.0,https://cdn.sofifa.org/players/4/19/245694.png,https://cdn.sofifa.org/flags/126.png
9635,214719,G. Sandoval,34.0,Chile,66,1000,72.0,67.0,51.0,67.0,66.0,https://cdn.sofifa.org/players/4/19/214719.png,https://cdn.sofifa.org/flags/55.png
9636,225983,S. Mpontshane,32.0,South Africa,66,1000,52.0,39.0,45.0,32.0,22.0,https://cdn.sofifa.org/players/4/19/225983.png,https://cdn.sofifa.org/flags/140.png
9637,166847,C. McCann,30.0,Republic of Ireland,66,2000,68.0,67.0,66.0,70.0,68.0,https://cdn.sofifa.org/players/4/19/166847.png,https://cdn.sofifa.org/flags/25.png
9638,179903,O. Bozanic,29.0,Australia,66,3000,61.0,49.0,63.0,67.0,70.0,https://cdn.sofifa.org/players/4/19/179903.png,https://cdn.sofifa.org/flags/195.png
9639,219584,L. Lezzerini,23.0,Italy,66,1000,68.0,61.0,25.0,31.0,24.0,https://cdn.sofifa.org/players/4/19/219584.png,https://cdn.sofifa.org/flags/27.png
9640,222912,M. Yaghoubi,23.0,Finland,66,1000,56.0,51.0,60.0,70.0,67.0,https://cdn.sofifa.org/players/4/19/222912.png,https://cdn.sofifa.org/flags/17.png
9641,231873,Joni Montiel,19.0,Spain,66,3000,61.0,55.0,63.0,68.0,69.0,https://cdn.sofifa.org/players/4/19/231873.png,https://cdn.sofifa.org/flags/45.png
9642,184001,D. Gorter,30.0,Netherlands,66,3000,66.0,70.0,61.0,68.0,68.0,https://cdn.sofifa.org/players/4/19/184001.png,https://cdn.sofifa.org/flags/34.png
9643,119233,T. Mears,35.0,England,66,6000,64.0,66.0,59.0,65.0,64.0,https://cdn.sofifa.org/players/4/19/119233.png,https://cdn.sofifa.org/flags/14.png
9644,198082,S. Diakité,29.0,Mali,66,2000,65.0,61.0,63.0,67.0,65.0,https://cdn.sofifa.org/players/4/19/198082.png,https://cdn.sofifa.org/flags/126.png
9645,200130,R. Mulumba,25.0,DR Congo,66,3000,61.0,58.0,64.0,66.0,64.0,https://cdn.sofifa.org/players/4/19/200130.png,https://cdn.sofifa.org/flags/110.png
9646,206530,M. Høibråten,23.0,Norway,66,1000,65.0,59.0,39.0,60.0,58.0,https://cdn.sofifa.org/players/4/19/206530.png,https://cdn.sofifa.org/flags/36.png
9647,212418,M. Lackner,27.0,Austria,66,6000,57.0,58.0,54.0,66.0,57.0,https://cdn.sofifa.org/players/4/19/212418.png,https://cdn.sofifa.org/flags/4.png
9648,235714,M. Domínguez,18.0,Mexico,66,6000,64.0,55.0,60.0,64.0,61.0,https://cdn.sofifa.org/players/4/19/235714.png,https://cdn.sofifa.org/flags/83.png
9649,238786,O. Käuper,21.0,Germany,66,6000,67.0,56.0,67.0,70.0,68.0,https://cdn.sofifa.org/players/4/19/238786.png,https://cdn.sofifa.org/flags/21.png
9650,211395,A. Al Salem,25.0,Saudi Arabia,66,6000,61.0,60.0,65.0,66.0,67.0,https://cdn.sofifa.org/players/4/19/211395.png,https://cdn.sofifa.org/flags/183.png
9651,214211,R. Vanegas,25.0,Colombia,66,1000,61.0,64.0,60.0,55.0,66.0,https://cdn.sofifa.org/players/4/19/214211.png,https://cdn.sofifa.org/flags/56.png
9652,235971,Pablo Larrea,24.0,Spain,66,3000,63.0,50.0,68.0,70.0,67.0,https://cdn.sofifa.org/players/4/19/235971.png,https://cdn.sofifa.org/flags/45.png
9653,171971,L. Craig,31.0,Scotland,66,3000,64.0,63.0,66.0,68.0,67.0,https://cdn.sofifa.org/players/4/19/171971.png,https://cdn.sofifa.org/flags/42.png
9654,240067,D. Gomis,25.0,France,66,2000,56.0,59.0,59.0,64.0,68.0,https://cdn.sofifa.org/players/4/19/240067.png,https://cdn.sofifa.org/flags/18.png
9655,184515,N. Blackman,28.0,England,66,12000,62.0,62.0,56.0,60.0,68.0,https://cdn.sofifa.org/players/4/19/184515.png,https://cdn.sofifa.org/flags/14.png
9656,216260,F. Kaufmann,25.0,Germany,66,3000,63.0,56.0,56.0,65.0,60.0,https://cdn.sofifa.org/players/4/19/216260.png,https://cdn.sofifa.org/flags/21.png
9657,222916,J. Ginnelly,21.0,England,66,2000,56.0,61.0,60.0,56.0,65.0,https://cdn.sofifa.org/players/4/19/222916.png,https://cdn.sofifa.org/flags/14.png
9658,230084,L. Nmecha,19.0,England,66,3000,54.0,54.0,45.0,49.0,67.0,https://cdn.sofifa.org/players/4/19/230084.png,https://cdn.sofifa.org/flags/14.png
9659,241092,I. Alhassan,21.0,Nigeria,66,2000,65.0,70.0,69.0,69.0,69.0,https://cdn.sofifa.org/players/4/19/241092.png,https://cdn.sofifa.org/flags/133.png
9660,213957,L. Crecco,22.0,Italy,66,1000,72.0,64.0,58.0,68.0,70.0,https://cdn.sofifa.org/players/4/19/213957.png,https://cdn.sofifa.org/flags/27.png
9661,166853,D. Charles,30.0,England,66,3000,57.0,62.0,41.0,62.0,57.0,https://cdn.sofifa.org/players/4/19/166853.png,https://cdn.sofifa.org/flags/14.png
9662,236997,Cris Salvador,23.0,Spain,66,3000,61.0,55.0,67.0,70.0,67.0,https://cdn.sofifa.org/players/4/19/236997.png,https://cdn.sofifa.org/flags/45.png
9663,200134,R. Benson,26.0,Republic of Ireland,66,1000,55.0,63.0,68.0,68.0,65.0,https://cdn.sofifa.org/players/4/19/200134.png,https://cdn.sofifa.org/flags/25.png
9664,202182,R. Riski,28.0,Finland,66,1000,58.0,65.0,61.0,63.0,65.0,https://cdn.sofifa.org/players/4/19/202182.png,https://cdn.sofifa.org/flags/17.png
9665,224198,K. Hafez,22.0,Egypt,66,6000,60.0,55.0,52.0,60.0,63.0,https://cdn.sofifa.org/players/4/19/224198.png,https://cdn.sofifa.org/flags/111.png
9666,201927,C. Harriott,24.0,England,66,8000,61.0,61.0,62.0,60.0,68.0,https://cdn.sofifa.org/players/4/19/201927.png,https://cdn.sofifa.org/flags/14.png
9667,241607,T. Belmonte,20.0,Argentina,66,4000,65.0,67.0,64.0,72.0,70.0,https://cdn.sofifa.org/players/4/19/241607.png,https://cdn.sofifa.org/flags/52.png
9668,244935,B. Eleke,22.0,Nigeria,66,5000,48.0,67.0,54.0,52.0,67.0,https://cdn.sofifa.org/players/4/19/244935.png,https://cdn.sofifa.org/flags/133.png
9669,194759,O. Beckles,26.0,England,66,3000,66.0,54.0,32.0,59.0,59.0,https://cdn.sofifa.org/players/4/19/194759.png,https://cdn.sofifa.org/flags/14.png
9670,202952,Park Jin Po,30.0,Korea Republic,66,2000,70.0,65.0,65.0,63.0,64.0,https://cdn.sofifa.org/players/4/19/202952.png,https://cdn.sofifa.org/flags/167.png
9671,206536,T. Naylor,27.0,England,66,4000,62.0,63.0,60.0,61.0,62.0,https://cdn.sofifa.org/players/4/19/206536.png,https://cdn.sofifa.org/flags/14.png
9672,220872,G. Kiltie,21.0,Scotland,66,2000,64.0,60.0,62.0,67.0,68.0,https://cdn.sofifa.org/players/4/19/220872.png,https://cdn.sofifa.org/flags/42.png
9673,237768,R. Shirasaki,25.0,Japan,66,2000,67.0,56.0,67.0,66.0,64.0,https://cdn.sofifa.org/players/4/19/237768.png,https://cdn.sofifa.org/flags/163.png
9674,173256,T. Charles,33.0,Argentina,66,1000,61.0,59.0,58.0,61.0,59.0,https://cdn.sofifa.org/players/4/19/173256.png,https://cdn.sofifa.org/flags/52.png
9675,191432,A. Falatah,34.0,Saudi Arabia,66,6000,61.0,62.0,62.0,64.0,63.0,https://cdn.sofifa.org/players/4/19/191432.png,https://cdn.sofifa.org/flags/183.png
9676,206281,I. Tarasovs,29.0,Latvia,66,3000,61.0,66.0,57.0,65.0,61.0,https://cdn.sofifa.org/players/4/19/206281.png,https://cdn.sofifa.org/flags/28.png
9677,213449,P. Stolarski,22.0,Poland,66,3000,55.0,59.0,62.0,65.0,64.0,https://cdn.sofifa.org/players/4/19/213449.png,https://cdn.sofifa.org/flags/37.png
9678,226249,M. Odjer,21.0,Ghana,66,1000,69.0,57.0,54.0,65.0,66.0,https://cdn.sofifa.org/players/4/19/226249.png,https://cdn.sofifa.org/flags/117.png
9679,229065,B. Niňaj,24.0,Slovakia,66,2000,64.0,52.0,47.0,64.0,52.0,https://cdn.sofifa.org/players/4/19/229065.png,https://cdn.sofifa.org/flags/43.png
9680,230601,Crysan,21.0,Brazil,66,4000,62.0,61.0,63.0,67.0,66.0,https://cdn.sofifa.org/players/4/19/230601.png,https://cdn.sofifa.org/flags/54.png
9681,237513,O. Eddahri,27.0,Sweden,66,2000,61.0,72.0,67.0,62.0,70.0,https://cdn.sofifa.org/players/4/19/237513.png,https://cdn.sofifa.org/flags/46.png
9682,190665,J. Obika,27.0,England,66,4000,58.0,67.0,39.0,53.0,66.0,https://cdn.sofifa.org/players/4/19/190665.png,https://cdn.sofifa.org/flags/14.png
9683,225482,T. Zhamaletdinov,21.0,Russia,66,1000,58.0,58.0,60.0,56.0,67.0,https://cdn.sofifa.org/players/4/19/225482.png,https://cdn.sofifa.org/flags/40.png
9684,226506,K. Mets,25.0,Estonia,66,3000,62.0,62.0,55.0,63.0,62.0,https://cdn.sofifa.org/players/4/19/226506.png,https://cdn.sofifa.org/flags/208.png
9685,238282,M. Coulibaly,19.0,Senegal,66,4000,65.0,63.0,62.0,72.0,65.0,https://cdn.sofifa.org/players/4/19/238282.png,https://cdn.sofifa.org/flags/136.png
9686,192970,D. Mayor,27.0,England,66,5000,57.0,54.0,62.0,60.0,66.0,https://cdn.sofifa.org/players/4/19/192970.png,https://cdn.sofifa.org/flags/14.png
9687,199627,H. Pell,26.0,England,66,5000,65.0,61.0,62.0,67.0,65.0,https://cdn.sofifa.org/players/4/19/199627.png,https://cdn.sofifa.org/flags/14.png
9688,215756,S. McQueen,23.0,England,66,10000,62.0,57.0,57.0,60.0,69.0,https://cdn.sofifa.org/players/4/19/215756.png,https://cdn.sofifa.org/flags/14.png
9689,139213,L. Michel,38.0,Mexico,66,3000,71.0,46.0,42.0,29.0,23.0,https://cdn.sofifa.org/players/4/19/139213.png,https://cdn.sofifa.org/flags/83.png
9690,210381,C. Lykogiannis,24.0,Greece,66,7000,60.0,50.0,58.0,66.0,65.0,https://cdn.sofifa.org/players/4/19/210381.png,https://cdn.sofifa.org/flags/22.png
9691,216269,S. Hertner,27.0,Germany,66,5000,64.0,56.0,48.0,64.0,65.0,https://cdn.sofifa.org/players/4/19/216269.png,https://cdn.sofifa.org/flags/21.png
